id,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
60913,EV,5081,XNA,ATL,6,752,110,1
268490,DL,1050,MEM,ATL,4,855,85,1
87784,WN,1115,BWI,MDW,1,465,130,1
283508,UA,730,SNA,ORD,5,679,237,1
330462,DL,2610,DFW,ATL,1,420,128,0
507346,WN,2615,BWI,MHT,4,420,80,0
173326,UA,464,ORD,DSM,5,1260,82,0
53681,AA,14,OGG,LAX,5,1365,300,0
513755,CO,46,LAX,IAH,4,750,194,1
375827,XE,2777,BTR,IAH,3,866,69,0
273941,DL,1811,ATL,DFW,4,1140,147,0
337002,AA,342,DFW,BDL,1,750,195,1
495077,AA,2431,DFW,LAX,3,740,200,1
271221,WN,293,SAN,OAK,4,995,85,1
192016,B6,134,RSW,JFK,7,562,158,1
449121,CO,474,EWR,SJU,7,1270,237,0
21838,B6,904,ORD,JFK,4,550,122,0
343394,WN,41,HOU,PHL,1,1080,185,1
474591,B6,46,MCO,JFK,2,638,142,0
461034,XE,2551,EWR,JAX,1,899,151,0
258932,XE,5951,ICT,ORD,4,360,110,0
360827,FL,990,ATL,PIT,2,1040,97,0
367893,AA,1929,SFO,LAX,3,455,90,0
433302,EV,5221,FLL,TLH,7,415,84,1
85768,B6,1235,BOS,RDU,1,365,125,0
119582,EV,5053,ATL,VLD,2,1245,65,0
503140,9E,3824,MSP,XNA,3,1165,130,1
81751,AA,539,DFW,LAS,7,1095,180,0
523224,OO,6247,SBA,LAX,4,1271,44,0
447582,UA,711,SFO,DFW,7,1167,202,1
204592,FL,1090,MCO,IND,7,1243,139,0
418456,AA,374,TUS,ORD,6,410,205,0
288469,XE,2278,IAH,OMA,5,935,128,1
227235,OO,6840,SFO,SBA,2,529,81,1
351136,FL,224,MKE,LAS,2,535,250,1
142434,WN,2801,BHM,TPA,4,565,85,0
511610,MQ,2752,DFW,FWA,4,640,130,0
226069,B6,592,MCO,HPN,2,470,152,0
160127,OO,6336,SFO,RNO,5,544,58,0
148446,MQ,2865,DFW,MHK,4,880,85,0
424221,AA,369,DFW,ABQ,6,765,110,0
328385,XE,2691,EWR,BWI,7,1315,64,1
162508,AA,739,LGA,DFW,5,670,245,0
312249,DL,1782,ELP,ATL,7,400,175,0
126638,OO,6325,LAX,SAN,3,666,46,0
503136,FL,496,CLT,BWI,3,1164,88,1
306410,WN,1701,RNO,LAS,6,965,75,1
49857,XE,2926,ATL,CLE,5,1065,104,0
88600,AA,34,LAX,JFK,1,510,322,1
449948,CO,523,LAS,CLE,7,1415,232,0
305358,AA,588,SJU,MIA,6,905,170,0
293811,US,1725,MCO,PHX,5,1220,285,0
84233,AA,372,SJU,TPA,7,1245,180,0
530229,DL,1717,ATL,DEN,5,675,205,0
225177,US,795,IND,CLT,2,420,102,0
173448,HA,595,OGG,HNL,5,1275,33,0
38483,OH,6569,MSN,CVG,5,480,89,0
45049,XE,2791,IAH,CVG,5,815,135,0
530042,DL,1654,SLC,ATL,5,665,215,1
117239,AA,539,DFW,LAS,2,1095,180,0
500227,CO,535,CLE,LAX,3,1015,305,1
16218,WN,1578,PDX,OAK,3,1200,100,0
423451,B6,1416,LGB,AUS,6,720,165,0
319473,UA,886,SFO,LAS,7,791,104,1
421037,B6,681,BOS,DCA,6,580,101,0
147861,XE,2019,GSP,IAH,4,845,154,0
233940,DL,2982,MEM,DCA,2,895,125,0
137125,XE,2861,IAH,TUS,3,1255,159,0
44090,WN,429,LAX,DEN,5,765,135,1
52057,OO,6225,DSM,DEN,5,1185,114,0
143773,HA,161,ITO,HNL,4,634,49,0
203474,UA,748,DEN,ICT,7,1168,82,0
356455,WN,767,DAL,SAT,2,810,65,1
518503,WN,707,OAK,BUR,4,1000,65,1
211302,WN,588,PIT,BWI,1,625,60,1
240220,US,35,PHX,LAX,2,1270,87,0
363885,WN,3936,ONT,LAS,2,1200,55,1
236243,MQ,4329,JFK,CVG,2,1020,145,0
297217,DL,2291,ATL,TPA,6,450,85,1
420925,US,1512,CLT,PHL,6,570,99,0
431214,EV,7085,ORD,SBN,6,1245,42,0
483989,XE,2466,MAF,IAH,2,1130,84,1
373424,WN,716,SFO,SAN,3,735,90,1
282915,AS,75,SEA,JNU,5,650,155,0
175374,CO,817,MSY,EWR,6,420,168,0
528062,WN,435,AUS,MDW,5,555,155,0
30756,9E,4166,CLE,JFK,4,1020,130,1
131911,UA,514,PHX,ORD,3,954,208,0
288755,DL,1899,BNA,ATL,5,952,72,1
2197,EV,5189,TYS,ATL,3,450,77,0
33495,MQ,3698,CVG,MIA,4,1160,160,0
44763,DL,2528,SRQ,ATL,5,804,101,1
45706,FL,377,MKE,TPA,5,854,162,0
406658,WN,2305,OAK,BUR,5,555,65,1
375098,WN,1275,ABQ,LAS,3,825,95,1
334607,DL,1231,PDX,SLC,1,627,102,0
360447,WN,1594,DEN,BOS,2,1020,225,1
413702,XE,5933,LEX,ORD,5,949,89,1
239975,AA,1464,DFW,TUL,2,1245,55,1
368918,DL,1244,FLL,JFK,3,510,173,0
162758,WN,1992,SNA,SFO,5,680,85,1
235449,YV,2925,SBA,PHX,2,977,92,0
83049,AA,2227,JFK,LAS,7,1165,360,0
371280,DL,2694,JAX,ATL,3,628,75,0
414144,B6,746,SJU,MCO,5,980,187,0
507827,OO,7770,SLC,SGU,4,445,83,1
504838,AS,127,SEA,FAI,3,1290,225,0
149125,9E,4162,FWA,DTW,4,915,62,0
210750,DL,1421,DTW,TPA,1,600,168,1
40255,EV,5212,MEM,ECP,5,570,87,0
236262,US,2137,BOS,LGA,2,1020,79,0
179760,OO,6628,DEN,BHM,6,670,147,1
257172,UA,565,SFO,LAX,3,1216,90,1
239481,OO,6395,ORD,BOI,2,1200,223,1
481124,WN,1709,SLC,OAK,2,980,120,1
294662,OO,4689,SLC,ABQ,5,1298,100,0
251361,AA,815,DFW,ELP,3,900,105,0
276674,AS,128,FAI,SEA,5,80,206,0
104550,WN,1546,DEN,SAN,2,410,150,0
288811,WN,380,MDW,LAX,5,955,280,1
238845,AA,17,JFK,SFO,2,1165,400,1
400098,XE,2658,DFW,CLE,4,1160,145,0
189166,FL,805,BWI,BOS,7,390,80,0
64004,DL,503,ATL,MCI,6,948,139,1
166952,FL,731,MKE,MSP,5,900,73,0
521839,AA,1199,MCO,DFW,4,1175,175,1
3340,F9,533,DEN,MDW,3,510,138,0
307783,AA,1290,STX,MIA,6,1050,185,0
236814,CO,518,EWR,TPA,2,1050,182,1
306592,US,16,PHX,JFK,6,976,282,1
375981,EV,5005,MEM,VPS,3,875,84,0
245483,FL,488,MCO,BWI,3,584,126,0
269600,OO,4549,SLC,SFO,4,910,125,1
251705,US,728,DFW,PHL,3,915,185,0
224567,MQ,2943,DFW,CVG,2,390,130,0
492797,OO,6631,ORD,MKE,3,623,42,0
470712,AA,1360,DFW,DCA,2,440,160,0
448338,B6,1227,BOS,RDU,7,1210,123,0
67486,AA,1526,DFW,MCO,6,1235,135,0
80849,DL,1139,RIC,ATL,7,1047,116,0
235332,US,1869,RDU,CLT,2,970,63,1
130684,US,90,PHX,PDX,3,885,165,0
206979,CO,580,LAS,CLE,1,410,230,0
284275,HA,328,HNL,OGG,5,716,37,1
191724,OO,6920,DEN,ASE,7,544,45,1
353156,WN,1752,SAN,ELP,2,640,105,1
128413,OO,6291,LAX,ELP,3,761,111,0
446982,YV,2928,SBA,PHX,7,1135,86,0
265500,WN,1027,DAL,MSY,4,695,80,0
303508,WN,836,DAL,AUS,6,795,50,1
147153,MQ,3644,MEM,MIA,4,810,145,0
433890,OH,6537,DTW,PIT,7,440,89,1
339877,WN,3503,MDW,DEN,1,900,165,1
390884,XE,3031,CLT,IAH,4,681,174,0
204422,AA,1005,FLL,ORD,7,1230,190,0
177610,CO,170,IAH,SFO,6,545,251,0
101041,DL,1973,ATL,MIA,1,1160,124,0
524106,US,1616,DFW,CLT,5,320,144,0
94690,OO,6333,LAX,SAN,1,821,46,0
116262,YV,1017,HNL,LIH,2,1040,37,0
437517,WN,429,DAL,ABQ,7,630,110,1
80566,AS,161,ADK,ANC,7,1035,168,0
511774,DL,1795,ATL,SNA,4,650,310,0
68714,WN,909,ECP,BWI,7,380,130,0
472174,DL,1829,DTW,MIA,2,515,195,0
178480,UA,749,OMA,DEN,6,597,107,0
246835,CO,1615,MFE,IAH,3,656,69,0
72807,WN,2012,RNO,SJC,7,620,60,1
538051,UA,466,DEN,EGE,5,1152,52,0
195187,OO,7030,ORD,MLI,7,726,43,0
199333,WN,242,PIT,LAS,7,950,310,1
472135,YV,2845,ELP,PHX,2,510,99,0
365383,US,258,PHX,PHL,2,1425,254,0
143472,9E,4004,MSP,DSM,4,620,71,0
57448,DL,2003,MSP,SMF,6,555,243,1
6060,WN,709,CLE,MDW,3,655,75,1
198116,WN,1361,LAS,LAX,7,885,65,1
374956,B6,435,BOS,MCO,3,820,193,0
480028,WN,514,BWI,BHM,2,920,130,1
207273,US,995,RIC,CLT,1,420,76,1
197105,US,1247,PBI,PHL,7,830,157,1
433999,WN,420,MDW,ISP,7,445,130,1
186263,F9,175,DEN,TUS,6,1080,113,1
347648,WN,944,OAK,ONT,2,360,75,0
459505,CO,1770,MCO,CLE,1,816,144,1
42321,UA,928,PDX,ORD,5,675,241,0
218250,WN,1923,ABQ,SLC,1,990,95,1
428408,MQ,4136,JFK,IND,6,1020,145,0
459920,UA,683,LGA,ORD,1,839,156,0
319130,WN,1440,TPA,MDW,7,775,165,1
150847,WN,1264,HOU,MDW,4,1005,145,1
378879,AS,233,SAN,SEA,3,1025,170,0
507300,UA,373,LGA,ORD,4,420,162,1
332502,DL,2473,ATL,MIA,1,520,127,0
397902,XE,2350,MKE,IAH,4,1046,177,1
54062,EV,5257,BDL,DCA,6,360,84,0
321442,AA,835,IND,DFW,7,900,145,0
50634,AS,516,SEA,SNA,5,1110,160,0
239994,WN,1229,PHX,OAK,2,1245,125,1
516205,YV,7249,CLT,IAD,4,880,90,0
450672,AA,1698,SLC,DFW,1,365,170,0
213716,AS,483,SAN,SEA,1,750,175,1
61206,YV,2865,FLG,PHX,6,770,65,1
175501,UA,835,BOS,ORD,6,422,171,0
466948,XE,5979,ORD,FSD,1,1205,94,1
391808,XE,2454,MEM,IAH,4,725,104,0
480726,EV,5487,BNA,ATL,2,960,69,0
372557,UA,556,LAX,SFO,3,692,92,0
386192,WN,1681,SLC,PHX,4,440,105,1
204885,AA,1692,SJU,JFK,7,1275,235,1
193094,9E,4212,DTW,TYS,7,620,100,0
432285,MQ,3650,TYS,MIA,7,360,135,1
176189,WN,1649,MDW,MCI,6,465,90,1
161216,WN,3165,PDX,SLC,5,600,105,1
366854,MQ,2735,DFW,LIT,3,405,70,0
281651,OO,4460,SLC,BZN,5,585,80,1
374201,OO,4702,LGB,SLC,3,780,106,1
256404,B6,470,RSW,BOS,3,1170,171,1
59231,MQ,4484,LGA,BNA,6,660,160,0
367377,AA,1061,JFK,MIA,3,430,208,0
333776,WN,161,PIT,MDW,1,585,90,1
331332,OO,3099,MKE,IND,1,460,64,0
538786,AS,69,KTN,JNU,5,1237,63,0
72863,DL,1061,LAX,MCO,7,625,276,1
452906,B6,345,JFK,SRQ,1,477,183,0
211177,MQ,4220,ORD,BNA,1,620,90,1
285147,XE,5925,OKC,ORD,5,762,119,0
60343,US,1181,PBI,CLT,6,720,113,0
125140,YV,7267,ORD,ATL,3,585,118,1
319091,AA,474,DFW,ATL,7,775,120,0
17030,OO,6387,SFO,PSP,3,1283,77,0
417849,OH,6560,ORD,JFK,6,360,142,0
471899,WN,947,BNA,MDW,2,500,90,1
369909,US,156,OAK,PHX,3,555,112,0
166981,WN,1055,PHL,MHT,5,900,75,1
483731,OO,6641,DEN,GJT,2,1114,53,1
388074,WN,1230,LAS,RNO,4,535,80,1
371338,MQ,3365,LBB,DFW,3,630,65,0
178605,XE,2736,IAH,TYS,6,604,113,0
53588,US,66,LAS,BOS,5,1335,292,0
84157,WN,2788,LAX,LAS,7,1235,60,1
113975,FL,1260,FLL,LEX,2,916,128,0
419535,XE,3102,MAF,IAH,6,480,89,0
35436,FL,309,ATL,DEN,4,1335,215,0
436518,XE,2082,CHS,EWR,7,580,112,1
498896,EV,5587,ATL,LFT,3,941,106,0
498199,MQ,4303,OKC,ORD,3,905,130,1
355057,YV,2672,SDF,CLT,2,735,90,1
20037,DL,1664,STL,MSP,4,460,96,1
121342,YV,2903,SBA,PHX,3,385,91,1
81838,CO,1689,IAH,SAN,7,1100,210,1
8193,OO,6377,CPR,DEN,3,770,55,0
213629,CO,93,SFO,IAH,1,745,225,1
218957,AA,550,LAS,DFW,1,1030,150,0
107048,B6,705,JFK,SJU,2,540,232,0
435225,US,1101,BUF,CLT,7,513,118,0
24369,WN,702,ABQ,STL,4,680,135,0
148715,YV,1047,LIH,HNL,4,890,29,0
402885,EV,5600,MOB,ATL,5,360,77,0
473655,WN,568,PHX,LAX,2,590,90,1
478876,DL,1279,MEM,LAS,2,865,230,0
292308,CO,1411,CLE,MCO,5,1140,151,0
79118,DL,95,JFK,SLC,7,960,330,0
501204,DL,2287,DTW,ATL,3,1060,130,1
230299,MQ,4025,ORD,RST,2,695,70,0
272248,AA,2034,PHX,DFW,4,1050,130,1
154022,XE,2613,EWR,CMH,4,1170,117,1
476356,WN,601,SJC,LAX,2,725,70,1
140016,CO,776,IAH,PHL,4,445,187,0
510497,DL,2224,ATL,BWI,4,585,122,1
210198,OO,4631,LAS,LAX,1,570,75,1
283958,MQ,3097,SBA,LAX,5,700,45,1
81102,AA,1959,BOS,MIA,7,1060,225,1
400823,US,2142,LGA,BOS,4,1200,75,0
223728,AA,1631,MSY,MIA,2,360,105,0
133636,UA,663,DCA,DEN,3,1044,247,0
461412,WN,657,GEG,DEN,1,915,130,1
338169,XE,2870,ORD,CLE,1,810,74,1
197024,WN,957,BUF,PHX,7,825,310,1
184824,WN,2776,OMA,DEN,6,980,100,1
86418,XE,2091,CVG,IAH,1,395,164,0
418425,MQ,4343,ORD,DTW,6,405,85,0
321416,OO,6660,TUS,LAX,7,898,91,0
57655,HA,132,OGG,ITO,6,569,36,0
149443,US,2038,DCA,BOS,4,930,88,1
271222,WN,3230,BNA,HOU,4,995,130,1
312997,OO,6330,HLN,DEN,7,445,113,0
440847,YV,7285,ORD,PWM,7,811,127,1
480951,WN,662,ONT,PHX,2,970,75,1
179245,WN,1682,MDW,PIT,6,640,80,0
76364,EV,5317,ATL,BHM,7,810,54,1
386130,OO,6652,MFR,SFO,4,438,105,0
341399,CO,173,LAX,HNL,1,985,345,1
191670,MQ,4342,RIC,ORD,7,540,135,0
324618,YV,2851,PHX,YUM,7,1064,71,0
9201,DL,74,DTW,ATL,3,824,125,1
516294,WN,2803,RNO,LAS,4,885,75,1
282233,AA,1948,DFW,PHL,5,615,185,1
455733,OH,6564,DTW,ALB,1,620,99,1
430885,OO,7051,OTH,PDX,6,1199,54,1
366285,OO,4868,SFO,LAX,3,375,90,0
238688,DL,2245,DCA,DTW,2,1155,102,1
429163,MQ,2976,ABI,DFW,6,1065,50,1
122300,MQ,3633,MIA,CLT,3,435,120,1
491914,OO,6736,RAP,DEN,3,579,76,0
538955,US,1826,PHL,MHT,5,1265,78,0
95269,AS,2,SEA,DCA,1,855,284,0
89165,AA,846,STT,MIA,1,535,180,0
269048,AA,1008,DFW,HSV,4,885,95,1
322312,MQ,2929,DFW,BTR,7,945,80,0
385788,WN,2892,MDW,PHL,4,420,125,1
50039,XE,3104,CRW,IAH,5,1075,171,1
514170,CO,552,IAH,SLC,4,775,200,0
170009,UA,380,MSY,IAD,5,1058,153,1
494111,OH,6604,MCI,CVG,3,690,105,1
269406,MQ,3278,DFW,BRO,4,900,95,1
238634,US,645,ONT,PHX,2,1150,72,0
168227,DL,2254,ATL,CMH,5,970,95,1
29090,AS,23,ORD,SEA,4,930,275,0
337005,AS,483,SAN,SEA,1,750,175,1
326821,FL,6,MCO,SJU,7,1184,161,0
389241,DL,1305,DTW,MCO,4,600,163,0
301165,WN,2426,BNA,DTW,6,665,95,0
49473,AA,2438,DFW,DEN,5,1050,125,0
361775,US,307,CLT,LAS,2,1085,297,1
244805,YV,1035,HNL,LIH,3,540,37,0
453218,9E,4217,JFK,BOS,1,495,90,0
214687,AA,1211,DTW,DFW,1,805,175,0
76814,AS,187,ANC,FAI,7,835,58,0
129456,AA,1180,DFW,RIC,3,820,155,0
520688,WN,430,LAX,SJC,4,1110,65,1
68923,FL,561,BMI,ATL,7,395,112,0
459215,OO,7043,ABQ,DEN,1,800,76,1
62444,XE,3132,JAX,EWR,6,845,137,0
532714,AA,470,FAT,DFW,5,810,195,1
432484,B6,20,TPA,JFK,7,365,149,1
499843,CO,1028,CLT,IAH,3,991,184,1
634,DL,1597,PHL,MSP,3,370,180,0
95948,AA,1954,LAX,SFO,1,890,80,1
489936,AA,1106,DFW,BOS,3,480,210,0
181085,AA,524,SAT,DFW,6,745,70,1
335408,DL,2471,ATL,BZN,1,670,258,0
487764,WN,966,DEN,STL,3,365,120,1
180022,AA,1574,LAS,DFW,6,685,155,1
280538,DL,2365,LAX,HNL,5,525,350,1
52924,AA,2039,MIA,ORD,5,1255,190,0
290596,OO,6712,RNO,SFO,5,1046,69,0
341612,AA,356,ORD,LGA,1,995,130,1
107674,EV,4999,BOS,DCA,2,575,109,0
2063,AA,2324,DFW,ORD,3,445,140,0
315156,AA,1172,PHX,ORD,7,565,205,0
386365,FL,1100,CMH,RSW,4,450,162,0
270950,AA,1999,EWR,MIA,4,985,205,1
384256,B6,699,JFK,SJU,4,360,218,1
272877,DL,2647,LGA,ATL,4,1080,167,1
515219,DL,2792,SAN,ATL,4,829,246,0
220751,OO,4479,DFW,SLC,1,1125,168,0
403071,XE,3085,DSM,IAH,5,360,154,0
271033,EV,5599,MFE,MEM,4,987,113,1
27785,WN,567,BOS,PHL,4,860,100,0
360664,FL,417,PWM,BWI,2,1032,95,0
393170,MQ,3992,XNA,ORD,4,800,105,1
344431,US,2187,LGA,DCA,1,1140,77,0
385919,YV,2944,AUS,CLT,4,425,157,0
431274,AA,850,MIA,IAD,6,1255,150,0
448304,WN,182,STL,SAN,7,1205,240,1
502492,9E,3709,CLT,JFK,3,1135,165,1
88460,WN,667,HOU,TPA,1,500,120,0
165920,OO,6822,RDD,SFO,5,845,69,0
483725,XE,2875,DAY,IAH,2,1113,172,1
82305,YV,2751,ABQ,PHX,7,1125,90,0
240828,9E,3975,GFK,MSP,3,305,68,0
147692,9E,4030,JFK,BTV,4,840,100,0
388387,WN,3950,OAK,BUR,4,550,65,0
82894,MQ,3674,CLT,MIA,7,1155,130,1
408800,XE,2156,TUS,IAH,5,670,139,0
355335,WN,1227,PHL,MDW,2,750,135,1
330535,US,926,JAX,CLT,1,420,83,0
143863,AA,1308,LAS,LAX,4,640,70,0
492742,OH,6490,LGA,RDU,3,620,126,0
342318,EV,5175,CLE,ATL,1,1030,130,0
533984,WN,110,PDX,GEG,5,880,60,1
104647,AA,707,LGA,DFW,2,420,250,0
146967,US,704,PHX,CLT,4,800,234,1
82591,OO,6458,LAX,TUS,7,1140,80,0
117863,AA,1203,DFW,SEA,2,1135,260,0
492639,FL,259,ATL,FNT,3,615,122,0
503484,WN,2982,SJC,SNA,3,1180,75,1
253744,WN,1783,FLL,JAX,3,1025,75,0
86800,DL,1547,LGA,ATL,1,420,164,0
425137,OH,6321,JFK,DCA,6,820,102,1
21341,CO,1890,SNA,IAH,4,525,187,1
207051,EV,5221,FLL,TLH,1,415,84,1
172435,AA,1733,ORD,PHX,5,1190,235,1
408358,CO,477,RSW,EWR,5,650,173,0
493854,9E,4176,CVG,SDF,3,680,55,1
55317,WN,2125,AMA,DAL,6,430,65,0
200907,UA,312,IAD,BDL,7,1033,80,1
496714,EV,4962,ILM,ATL,3,826,96,0
21377,FL,877,ATL,MSP,4,525,160,0
268358,MQ,3709,ATL,ORD,4,845,125,0
525486,EV,5385,IAH,CVG,5,420,141,1
129266,CO,215,IAH,DFW,3,810,69,0
198425,US,1454,MSY,PHL,7,900,166,0
386430,DL,1878,SAV,ATL,4,453,80,0
342806,DL,1860,MIA,ATL,1,1052,125,0
406254,DL,2566,SAT,JFK,5,535,224,0
238624,MQ,4555,LGA,CMH,2,1150,120,0
272149,AA,2536,MIA,BOS,4,1045,190,0
401575,FL,190,ATL,DCA,4,1260,99,0
386443,9E,4088,MSP,CVG,4,455,119,0
361560,WN,2278,MSY,DEN,2,1075,180,1
450357,EV,5011,ROA,DTW,1,360,103,1
532810,AA,2435,ORD,PHX,5,815,235,1
58472,OH,6734,GRR,DTW,6,614,61,0
479045,YV,2629,BNA,CLT,2,871,75,0
211653,OO,6404,EUG,SFO,1,645,90,1
329966,XE,2510,ABQ,IAH,1,390,126,0
377922,US,1878,PHL,BOS,3,975,85,0
11837,WN,469,SJC,ONT,3,965,70,1
120684,EV,5366,SGF,ATL,3,360,119,0
228667,OO,6853,CWA,ORD,2,607,68,1
464398,OO,6446,SMX,LAX,1,1070,57,1
406343,DL,1267,MHT,DTW,5,540,140,0
47841,WN,1165,PHX,LIT,5,965,160,1
144940,AA,1155,BOS,DFW,4,695,265,0
510276,WN,1945,LIT,DAL,4,570,70,0
168473,FL,278,ATL,BOS,5,984,146,0
218885,MQ,2768,GSP,DFW,1,1025,170,0
31419,DL,2501,MCO,MEM,4,1050,134,0
473215,CO,238,EWR,MIA,2,569,210,0
510137,B6,1292,PIT,BOS,4,565,93,1
100316,WN,1440,OAK,SAN,1,1120,85,0
293440,WN,103,MCO,HOU,5,1195,155,1
134633,DL,211,JFK,LAS,3,1095,351,1
177299,MQ,4675,DCA,RDU,6,525,65,0
198178,CO,172,HNL,LAX,7,890,335,0
166712,UA,181,BOS,SFO,5,889,408,1
334256,WN,1162,AUS,HOU,1,610,50,0
172114,WN,122,SAT,LAS,5,1170,180,1
38016,OO,6512,LAX,COS,5,455,126,0
472782,WN,3484,STL,DTW,2,540,90,1
466609,FL,240,RIC,ATL,1,1189,106,1
321714,UA,748,LAX,DEN,7,911,143,1
44572,UA,31,LAX,IAD,5,792,293,0
275152,XE,2877,EWR,MSP,4,1200,194,1
10289,AA,1292,DFW,MSY,3,885,75,1
164975,WN,863,MDW,RSW,5,795,175,1
168521,UA,930,SAN,SFO,5,985,100,0
94918,B6,1216,BUF,BOS,1,835,78,1
112372,DL,2256,MSP,DTW,2,830,102,0
287124,9E,4268,MEM,PNS,5,870,85,0
490399,WN,857,MKE,BWI,3,500,120,0
459905,EV,5526,ATL,HOU,1,837,140,1
535520,WN,2370,BHM,BNA,5,970,55,1
301119,DL,1122,RSW,ATL,6,665,110,0
62501,WN,3063,LIT,DAL,6,850,65,1
49532,UA,729,IAD,TPA,5,1050,153,0
412144,XE,3092,MCI,EWR,5,855,165,1
522152,WN,265,SAN,SFO,4,1190,90,1
277347,WN,693,MSP,MDW,5,365,100,0
10095,XE,5909,ORD,GSP,3,873,101,1
496933,AA,1668,DFW,TUL,3,840,60,0
491377,XE,2642,IAH,OKC,3,545,83,0
344022,UA,836,ORD,BOS,1,1117,136,1
489005,AA,1599,DAY,DFW,3,430,175,1
2110,WN,3250,SEA,BOI,3,445,80,1
80308,US,2043,BOS,DCA,7,1020,95,0
222384,OO,4782,SFO,LAX,1,1220,90,1
92109,UA,936,DEN,IAD,1,686,195,1
197541,OH,6603,MSP,OKC,7,855,134,1
496513,DL,2348,PBI,ATL,3,816,114,0
392021,AA,1386,SEA,ORD,4,740,250,0
164265,OH,6607,CAE,DTW,5,756,123,1
141898,WN,117,SAN,SMF,4,535,95,0
167791,MQ,2929,DFW,BTR,5,945,80,1
131802,MQ,4188,ORD,ABE,3,945,115,0
391682,WN,3057,FLL,MDW,4,720,195,1
402509,US,1450,SFO,CLT,5,15,285,0
33262,AA,1304,DFW,ATL,4,1150,120,0
288416,AA,1917,JFK,MCO,5,935,185,1
254531,DL,2916,AUS,MSP,3,1065,161,0
322346,YV,2721,PHX,SBA,7,946,132,1
446843,MQ,3717,IAH,ORD,7,1130,155,0
139999,YV,2904,LIT,CLT,4,442,117,0
427383,MQ,3767,SLC,ORD,6,955,200,0
52763,WN,1328,ONT,SMF,5,1235,80,0
132967,AA,355,DFW,ONT,3,1010,195,1
510190,XE,2468,CRP,IAH,4,566,59,0
99162,WN,257,HOU,AUS,1,1055,45,1
384485,US,1452,BNA,CLT,4,360,74,0
73571,AA,1788,DFW,RDU,7,665,145,0
312422,AA,1461,MCO,DFW,7,415,185,0
399169,WN,741,BWI,OKC,4,1110,205,1
129652,9E,4050,DTW,SBN,3,830,60,1
517265,US,1203,BWI,CLT,4,935,88,0
374080,CO,482,IAH,BOS,3,775,224,1
245480,UA,709,ORD,DEN,3,583,165,1
403209,MQ,4076,FAR,ORD,5,370,130,0
261658,OO,6405,TUS,DEN,4,503,124,1
192801,EV,5018,BMI,ATL,7,605,102,0
293273,WN,2102,LAS,PHX,5,1185,65,1
16379,CO,86,EWR,CLE,3,1215,98,1
486752,FL,251,ATL,FNT,2,1335,112,1
237118,AS,3,DCA,SEA,2,1065,357,0
164171,WN,862,BNA,MCO,5,750,105,0
64231,AA,606,DFW,SJU,6,965,265,1
452903,XE,2469,IAH,CRP,1,475,61,0
425094,OO,6329,LAX,FAT,6,817,67,1
232399,MQ,4309,SYR,ORD,2,810,130,0
405281,MQ,4655,LGA,BNA,5,485,155,0
92741,AA,806,DEN,DFW,1,720,115,0
232494,MQ,3344,DFW,PNS,2,815,100,0
319837,OO,6630,DEN,CLE,7,813,172,0
440357,MQ,4121,ORD,TRI,7,785,115,0
312706,YV,2692,ILM,CLT,7,425,65,0
58401,AA,1599,DFW,IAH,6,610,70,0
282445,DL,1536,DTW,BWI,5,625,96,0
613,XE,2696,DAY,CLE,3,365,54,0
499835,WN,571,MCI,STL,3,990,55,1
233063,OO,6822,RDD,SFO,2,845,69,0
397723,FL,19,SJU,BWI,4,1039,261,1
385481,DL,1190,PBI,ATL,4,410,122,0
482648,WN,371,DEN,BWI,2,1055,200,1
315499,B6,504,FLL,EWR,7,584,166,1
253835,WN,3575,BNA,MCI,3,1030,105,1
279539,9E,3987,TYS,MEM,5,480,89,0
74916,WN,1664,SJC,LAX,7,730,70,0
295348,OO,6892,MSN,ORD,6,330,56,0
229874,OO,4461,SNA,SLC,2,674,106,0
86074,MQ,4278,CMI,ORD,1,380,55,0
57556,WN,652,TPA,PBI,6,560,55,0
95851,DL,1530,ATL,DTW,1,885,120,0
320409,DL,2757,SFO,LAX,7,843,87,1
388804,US,1269,CLT,RDU,4,575,50,0
227386,WN,6,DAL,ABQ,2,535,110,1
486439,OO,4859,MSP,RST,2,1295,42,0
54366,OO,6463,SMF,LAX,6,370,95,0
133708,WN,518,MCI,BWI,3,1045,140,1
494410,UA,936,DEN,IAD,3,705,195,1
46206,EV,5287,AEX,ATL,5,880,97,0
365057,YV,7261,IAD,CLT,2,1315,77,1
22090,DL,2412,MEM,MIA,4,565,142,0
469129,WN,790,OAK,PHX,2,360,115,1
363970,XE,2922,IAH,GRR,2,1205,153,1
225596,MQ,2717,ROW,DFW,2,445,85,0
203068,WN,1051,BWI,ECP,7,1145,150,1
130608,EV,4954,BTR,ATL,3,882,88,0
261516,WN,1044,PIT,LAS,4,495,310,0
210292,MQ,2766,ABI,DFW,1,575,50,0
358462,WN,3047,SNA,LAS,2,915,65,1
492328,MQ,3726,EWR,ORD,3,600,160,0
31693,9E,4097,RDU,MEM,4,1062,128,1
90026,US,1472,PHL,PVD,1,580,69,0
472572,WN,854,STL,MSP,2,530,90,1
192569,DL,2415,JFK,FLL,7,595,183,0
250693,DL,2219,MSP,AUS,3,865,164,1
334752,MQ,3959,LIT,ORD,1,635,110,0
240473,MQ,3727,ORD,LIT,2,1305,110,1
